#Drugs	Distance	Num_targets
Choline alfoscerate	1.0	1
Cis-tetracosenoyl sulfatide	1.0	1
OLOMOUCINE II	1.0	1
Cyclohexyl-pentyl-maltoside	1.0	1
Coumarin	-0.6931471805599453	1
TRIAZOLOPYRIMIDINE	1.0	1
cyclic 3',5'-thymidine monophosphate	2.0	1
4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE	1.0	1
Dansyllysine	2.0	1
N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE	1.0	1
H TYPE II TRISACCHARIDE	2.0	1
H TYPE I TRISACCHARIDE	2.0	1
GALACTOSE GREASE	2.0	1
BETA-METHYLLACTOSIDE	2.0	1
Octylphenoxy polyethoxyethanol	2.0	1
(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE	1.0	1
1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE	1.0	1
2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID	1.0	1
Camptothecin	1.0	1
TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE	1.0	1
GLUTATHIONE SULFINATE	1.0	1
S-METHYL-GLUTATHIONE	2.0	1
Hesperidin	1.0	1
(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE	1.0	1
IMIDAZOPYRIDAZIN 1	1.0	1
DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE	1.0	1
S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE	1.0	1
N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE	1.0	1
2-(3-CHLORO-6-{[2,2-DIFLUORO-2-(1-OXIDOPYRIDIN-2-YL)ETHYL]AMINO}-1-OXIDOPYRIDIN-2-YL)-N-[1-(3-CHLOROPHENYL)ETHYL]ACETAMIDE	1.0	1
2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID	2.0	1
(S)-2-((S)-3-ISOBUTYL-2,5-DIOXO-4-QUINOLIN-3-YLMETHYL-[1,4]DIAZEPAN-1YL)-N-METHYL-3-NAPHTALEN-2-YL-PROPIONAMIDE	1.0	1
N-(4-{4-AMINO-6-[4-(METHYLOXY)PHENYL]FURO[2,3-D]PYRIMIDIN-5-YL}PHENYL)-N'-[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]UREA	1.0	1
1,6-DI-O-PHOSPHONO-D-MANNITOL	2.0	1
2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE	2.0	1
Motuporin	1.0	1
4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE	1.0	1
Myxothiazol	-4.110873864173311	1
Phosphatidyl ethanol	1.0	1
9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE	1.0	1
GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE	1.0	1
GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE	1.0	1
2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE)	2.0	1
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)	1.0	1
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)	1.0	1
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]	1.0	1
1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM	2.0	1
[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE	2.0	1
N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID	2.0	1
Pyrithiamine Pyrophosphate	2.0	1
5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	1.0	1
O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL	1.0	1
1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE	1.0	1
1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE	1.0	1
Reidispongiolide A	1.0	1
Reidispongiolide C	1.0	1
(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol	1.0	1
ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE	2.0	1
5-hydroxyvaleric acid	2.0	1
Sphinxolide B	1.0	1
Tanaproget	1.0	1
5-methyltetrahydrofolic acid	1.0	1
2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol	1.0	1
2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL	1.0	1
2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL	1.0	1
1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-glucitol	1.0	1
Bifonazole	1.0	1
Inecalcitol	1.0	1
Triazolopyridine	1.0	1
THIO-ATPA	1.0	1
1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID	1.0	1
cis-Vaccenic acid	1.0	1
Verdoheme	-1.9459101490553132	1
Virginiamycin S1	1.0	1
Metamizole	1.0	1
Zomepirac	1.0	1
Rapacuronium	1.0	1
Maraviroc	1.0	1
Clofedanol	1.0	1
Debrisoquin	1.0	1
Ixabepilone	1.0	1
Cediranib	1.0	1
Posizolid	1.0	1
Implitapide	-0.6931471805599453	1
Binodenoson	1.0	1
Febuxostat	2.0	1
Dexloxiglumide	1.0	1
Brasofensine	1.0	1
Zanapezil	-1.6094379124341003	1
Isatoribine	1.0	1
Huperzine A	-1.6094379124341003	1
Omacetaxine mepesuccinate	1.0	1
Lintitript	1.0	1
Lorcaserin	-2.6390573296152584	1
Osanetant	1.0	1
Piboserod	1.0	1
Pralnacasan	-2.6390573296152584	1
Vildagliptin	1.0	1
Voacamine	1.0	1
Voglibose	1.0	1
Enoximone	2.0	1
Elacridar	1.0	1
Edotecarin	1.0	1
Darusentan	1.0	1
Cilansetron	1.0	1
Bepotastine	1.0	1
Pegaptanib	1.0	1
Ximelagatran	1.0	1
Galiximab	1.0	1
Oxibendazole	1.0	1
Idronoxil	2.0	1
Desmoteplase	1.0	1
Neramexane	1.0	1
NM100060	1.0	1
DG031	1.0	1
Afamelanotide	1.0	1
Eritoran	1.0	1
Ospemifene	1.0	1
Altropane	1.0	1
Pirfenidone	1.0	1
Tecadenoson	1.0	1
Afelimomab	-3.2188758248682006	1
Epratuzumab	2.0	1
Tipifarnib	1.0	1
Oregovomab	2.0	1
Lesopitron	-2.4849066497880004	1
Canfosfamide	1.0	1
LErafAON	1.0	1
AP1903	1.0	1
Banoxantrone	1.0	1
SP1049C	1.0	1
Denufosol	1.0	1
Tigapotide	1.0	1
XL784	-2.995732273553991	1
ATL1102	1.0	1
AGRO100	1.0	1
PSN9301	1.0	1
CCX282	1.0	1
Apadenoson	1.0	1
XEN2174	1.0	1
Belinostat	1.0	1
Migalastat	1.0	1
ATL1101	1.0	1
Arimoclomol	1.0	1
REV131	1.0	1
INCB7839	1.0	1
Ularitide	1.0	1
Anatibant	1.0	1
Indacaterol	-3.367295829986474	1
SGS518	1.0	1
PSN357	2.0	1
DDP733	1.0	1
ADL5859	1.0	1
MF101	-2.0794415416798357	1
MB-07803	1.0	1
INCB13739	-0.6931471805599453	1
ADX10059	1.0	1
AV608	1.0	1
SRT501	-2.833213344056216	1
SLV319	1.0	1
Abaloparatide	1.0	1
TM30339	1.0	1
Tiomolibdate ion	-4.990432586778736	1
M0002	1.0	1
CDP323	1.0	1
Cimicoxib	1.0	1
Leptin	1.0	1
Ancrod	-3.044522437723423	1
Matuzumab	1.0	1
Asimadoline	1.0	1
16-Bromoepiandrosterone	1.0	1
VIR201	1.0	1
Fontolizumab	1.0	1
NN344	1.0	1
Thymectacin	2.0	1
Rilapladib	2.0	1
AT1391	1.0	1
SC12267	1.0	1
ANA971	1.0	1
INCB3284	-2.302585092994046	1
TTP889	1.0	1
VP025	-2.5649493574615367	1
CR002	1.0	1
LY2181308	1.0	1
CAD106	-4.990432586778736	1
NGX267	1.0	1
CR665	1.0	1
CCX915	-2.302585092994046	1
LY2275796	1.0	1
APD668	2.0	1
DG051	1.0	1
MLN0415	1.0	1
KD3010	1.0	1
Atl146e	1.0	1
MB07811	1.0	1
LX1031	1.0	1
AT2220	1.0	1
V24343	1.0	1
XL418	1.0	1
CX157	1.0	1
SYM001	2.0	1
KD7040	1.0	1
GMX1777	1.0	1
PN0621	-3.2188758248682006	1
Alisertib	1.0	1
AM103	1.0	1
APD791	-2.6390573296152584	1
Beraprost	1.0	1
AP1081	1.0	1
LGD2941	1.0	1
Cobimetinib	1.0	1
XL019	1.0	1
Methsuximide	0.0	1
FavId	1.0	1
Fenoxaprop-ethyl	1.0	1
Proellex	1.0	1
Natural alpha interferon	1.0	1
Glatiramer	-1.791759469228055	1
Oxypurinol	2.0	1
NPI 32101	1.0	1
Ecabet	2.0	1
iCo-007	1.0	1
MCC	1.0	1
CA4P	1.0	1
Tarenflurbil	1.0	1
SPP 301	1.0	1
Eldecalcitol	1.0	1
Paclitaxel docosahexaenoic acid	1.0	1
Tetomilast	-2.0794415416798357	1
keyhole limpet hemocyanin	1.0	1
Cintredekin Besudotox	1.0	1
CHF-1512	1.0	1
ANX-510	2.0	1
TP-508	1.0	1
Ecallantide	1.0	1
Oportuzumab monatox	2.0	1
Ranirestat	2.0	1
Romiplostim	2.0	1
SOT-107	1.0	1
MN-305	-2.4849066497880004	1
Arundic acid	-2.302585092994046	1
SO-101	1.0	1
SSR-126517E	1.0	1
ROX-888	1.0	1
Actelion-1	1.0	1
HZT-501	1.0	1
CP-945598	1.0	1
Rindopepimut	1.0	1
Iodine	1.0	1
INS 316	1.0	1
liposomal prostaglandin E1	1.0	1
Amibegron	1.0	1
C31G	1.0	1
Succinobucol	1.0	1
CEP-1347	1.0	1
AZD 3355	1.0	1
TBC-3711	1.0	1
Tifuvirtide	1.0	1
OSI-461	1.0	1
GW 468816	2.0	1
GW 597599	1.0	1
ADX-10061	2.0	1
Gallium maltolate	1.0	1
CP-122721	1.0	1
OPC-14523	-1.791759469228055	1
ORG-34517	1.0	1
Canertinib	1.0	1
CAT-213	1.0	1
MLN-977	-1.3862943611198906	1
DAS-431 IV	2.0	1
Etiprednol dicloacetate	-2.5649493574615367	1
ADL 10-0101	1.0	1
LJP 1082	2.0	1
AVI-4557	1.0	1
PX-12	1.0	1
FM-VP4	1.0	1
SR 121463	1.0	1
OSI-7904L	2.0	1
Ezatiostat	1.0	1
ISS-1018	1.0	1
R673	1.0	1
R667	1.0	1
R411	1.0	1
WX-UK1	1.0	1
Pradefovir Mesylate	1.0	1
CZEN 002	1.0	1
Recombinant alpha 1-antitrypsin	1.0	1
7-ethyl-10-hydroxycamptothecin	1.0	1
MDX-018	1.0	1
Technetium Tc-99m ciprofloxacin	1.0	1
ACA 125	1.0	1
T131	1.0	1
Elacytarabine	1.0	1
PG-530742	1.0	1
NM-702	1.0	1
ISIS 113715	1.0	1
Piclidenoson	2.0	1
Cobiprostone	2.0	1
Managlinat dialanetil	1.0	1
Pelitinib	1.0	1
CPG 10101	1.0	1
BMS-488043	1.0	1
QR-333	2.0	1
Naronapride	1.0	1
Regrelor	1.0	1
Naluzotan	-2.4849066497880004	1
Ramucirumab	1.0	1
Farletuzumab	1.0	1
PRX-08066	1.0	1
Teverelix	1.0	1
Sodium stibogluconate	1.0	1
NP-50301	1.0	1
Palifosfamide	-1.9459101490553132	1
EP-2104R	-3.044522437723423	1
SLx-4090	-0.6931471805599453	1
FX06	1.0	1
NPS-2143	1.0	1
13-deoxydoxorubicin	1.0	1
GTS-21	-0.6931471805599453	1
Gantacurium Chloride	1.0	1
AZD-9684	1.0	1
LY-517717	1.0	1
Flovagatran	1.0	1
MIV-701	1.0	1
MPI-674	0.0	1
AVE-1625	1.0	1
CYT007-TNFQb	-3.2188758248682006	1
LLL-3348	1.0	1
Trastuzumab emtansine	1.0	1
Irofulven	1.0	1
LM-609	1.0	1
SR 140333	1.0	1
Arylacenamide	-0.6931471805599453	1
PRO-542	1.0	1
Daglutril	-1.6094379124341003	1
TNX-901	1.0	1
GTI 2040	1.0	1
Cositecan	1.0	1
Abiraterone	1.0	1
GPI-1485	1.0	1
CNS-5161	-2.6390573296152584	1
ING-1	2.0	1
OPC-51803	1.0	1
Mito-4509	-4.990432586778736	1
humanized SMART Anti-IL-12 Antibody	1.0	1
NCX 950	-3.367295829986474	1
CLX-0921	1.0	1
PPI-2458	1.0	1
99mTc-14 F7 Mab	2.0	1
PDE4	10000.0	1
AME-527	-3.2188758248682006	1
ABX-PTH	1.0	1
Inotuzumab ozogamicin	2.0	1
VEGF-AS	-2.833213344056216	1
RI 624	1.0	1
HGS-TR2J	1.0	1
rhIGFBP-3	1.0	1
TD-2749	1.0	1
MYO-029	2.0	1
CT-011	1.0	1
RTA 744	1.0	1
Dovitinib	2.0	1
SB-559448	2.0	1
Pegdinetanib	1.0	1
CTCE-0214	1.0	1
CVT-6883	1.0	1
Edonerpic	-4.990432586778736	1
MK-0354	1.0	1
Leronlimab	1.0	1
Contulakin-G	1.0	1
ANZ-100	1.0	1
PR-104	-3.2188758248682006	1
Archexin	1.0	1
Bardoxolone methyl	1.0	1
Obeticholic acid	1.0	1
Plinabulin	-3.2188758248682006	1
PRX-07034	1.0	1
Glembatumumab vedotin	1.0	1
AMG-222	1.0	1
Aldoxorubicin	1.0	1
Filanesib	1.0	1
Olaratumab	1.0	1
AZD-8330	1.0	1
KAI-1455	-2.5649493574615367	1
XMT-1001	1.0	1
CTS-21166	-1.9459101490553132	1
Linsitinib	1.0	1
Caplacizumab	1.0	1
PX-478	1.0	1
Bradanicline	-0.6931471805599453	1
Apatorsen	1.0	1
GSK-923295	1.0	1
Eldelumab	1.0	1
L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal	1.0	1
Bisegliptin	1.0	1
Dimethylcurcumin	1.0	1
KX-01	1.0	1
IRL-1620	1.0	1
SUVN-502	1.0	1
Rubitecan	1.0	1
Lumiliximab	2.0	1
Canakinumab	-2.5649493574615367	1
Noscapine	-0.6931471805599453	1
AEG35156	1.0	1
Forodesine	1.0	1
Ipilimumab	1.0	1
Solabegron	1.0	1
Zosuquidar	1.0	1
Elocalcitol	1.0	1
Atrasentan	1.0	1
Alogliptin	1.0	1
Hyaluronidase (Human Recombinant)	10000.0	1
Prasugrel	1.0	1
Eltrombopag	2.0	1
Regadenoson	1.0	1
Rivaroxaban	1.0	1
Caldaret	1.0	1
Ridaforolimus	1.0	1
Avanafil	1.0	1
Tariquidar	1.0	1
Clenoliximab	1.0	1
Eflornithine	1.0	1
CX516	1.0	1
Bimoclomol	1.0	1
Amrubicin	1.0	1
Udenafil	1.0	1
Tocilizumab	-1.6094379124341003	1
Torcetrapib	-1.791759469228055	1
Levocetirizine	1.0	1
Teriparatide	1.0	1
Temsirolimus	1.0	1
Dapagliflozin	10000.0	1
Apoptone	1.0	1
Darapladib	1.0	1
SGX-523	1.0	1
Elotuzumab	2.0	1
R-348	1.0	1
Pegpleranib	1.0	1
Saxagliptin	1.0	1
Coltuximab ravtansine	1.0	1
Teprotumumab	1.0	1
AR-9281	1.0	1
Fiboflapon	1.0	1
Cenisertib	1.0	1
Elinogrel	1.0	1
Iclaprim	1.0	1
Lucatumumab	-1.6094379124341003	1
Pertuzumab	1.0	1
Relacatib	1.0	1
Siplizumab	1.0	1
Elacestrant	1.0	1
CHGN111	2.0	1
Xaliproden	-2.4849066497880004	1
Idraparinux	1.0	1
Doxercalciferol	1.0	1
Armodafinil	1.0	1
Annamycin	1.0	1
Talnetant	1.0	1
Tezacitabine	1.0	1
Semaxanib	1.0	1
Tyloxapol	-1.791759469228055	1
Cangrelor	1.0	1
Avasimibe	1.0	1
Dexanabinol	-3.2188758248682006	1
E5531	1.0	1
Aprinocarsen	1.0	1
Tecastemizole	1.0	1
Cariporide	1.0	1
Lestaurtinib	1.0	1
Clomethiazole	1.0	1
Naxifylline	1.0	1
Ruplizumab	-1.9459101490553132	1
Propentofylline	10000.0	1
Prucalopride	1.0	1
Manitimus	1.0	1
Mirococept	-3.367295829986474	1
Sufugolix	1.0	1
Onercept	-3.2188758248682006	1
Aplaviroc	1.0	1
Repinotan	-2.4849066497880004	1
Resiniferatoxin	1.0	1
R-1487	1.0	1
Ganstigmine	-1.6094379124341003	1
Thrombopoietin	2.0	1
Robalzotan	-2.4849066497880004	1
Astaxanthin	1.0	1
Labradimil	1.0	1
Bivatuzumab	1.0	1
Pascolizumab	1.0	1
Adipiplon	1.0	1
Cetilistat	1.0	1
Mitemcinal	1.0	1
Lexatumumab	1.0	1
Reslizumab	1.0	1
Panobinostat	1.0	1
Apixaban	1.0	1
Mepolizumab	1.0	1
Flupirtine	1.0	1
Otamixaban	1.0	1
Bevasiranib	-2.833213344056216	1
Denosumab	1.0	1
Ofatumumab	1.0	1
Vicriviroc	1.0	1
Safinamide	1.0	1
Liraglutide	1.0	1
Saredutant	1.0	1
Odanacatib	1.0	1
Golimumab	-3.2188758248682006	1
Clazosentan	1.0	1
Asoprisnil	1.0	1
Vilazodone	-2.4849066497880004	1
Sipuleucel-T	10000.0	1
Ethanolamine oleate	1.0	1
Mepyramine	1.0	1
Mevastatin	2.0	1
Dabigatran etexilate	1.0	1
Degarelix	1.0	1
Levonordefrin	1.0	1
Methacholine	1.0	1
Velaglucerase alfa	-1.0986122886681098	1
Bufuralol	1.0	1
Gestodene	1.0	1
Bafilomycin A1	1.0	1
Bafilomycin B1	1.0	1
Seratrodast	1.0	1
Gavestinel	-2.6390573296152584	1
ginsenoside Rb1	10000.0	1
Ginsenoside Rg1	10000.0	1
Chymopapain	2.0	1
Danaparoid	1.0	1
Glycine betaine	1.0	1
Tetryzoline	1.0	1
Alcaftadine	1.0	1
Human calcitonin	1.0	1
Carglumic acid	1.0	1
Desoxycorticosterone acetate	2.0	1
Difluprednate	1.0	1
Dimercaprol	-4.990432586778736	1
Ganirelix	1.0	1
Halcinonide	2.0	1
Histrelin	1.0	1
Hydroxyprogesterone caproate	1.0	1
Mafenide	2.0	1
Plerixafor	1.0	1
Protokylol	-3.367295829986474	1
Triptorelin	1.0	1
5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole	1.0	1
4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID	1.0	1
(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)	2.0	1
1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE	1.0	1
N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide	1.0	1
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID	2.0	1
(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide	1.0	1
methyl L-phenylalaninate	1.0	1
diethyl [(1R)-1,5-diaminopentyl]boronate	1.0	1
D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide	1.0	1
1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine	2.0	1
1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine	2.0	1
N-(pyridin-3-ylmethyl)aniline	1.0	1
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE	1.0	1
6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE	-2.5649493574615367	1
N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE	-2.5649493574615367	1
N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE	1.0	1
6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE	1.0	1
2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID	-3.367295829986474	1
6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID	1.0	1
6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID	1.0	1
3,6,9,12,15,18-HEXAOXAICOSANE	-2.70805020110221	1
N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide	1.0	1
1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE	1.0	1
17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE	1.0	1
N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE	1.0	1
N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE	-3.828641396489095	1
1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide	1.0	1
5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE	1.0	1
(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	1.0	1
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea	1.0	1
[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid	1.0	1
(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE	1.0	1
5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE	2.0	1
(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide	1.0	1
1-DODECANOL	1.0	1
1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide	1.0	1
3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol	1.0	1
N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE	1.0	1
1-[4-(hydroxymethyl)phenyl]guanidine	2.0	1
2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL	2.0	1
4-(1-methyl-1-phenylethyl)phenol	1.0	1
1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide	2.0	1
D-leucyl-N-(3-chlorobenzyl)-L-prolinamide	1.0	1
UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE	1.0	1
1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE	-1.9459101490553132	1
N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE	1.0	1
(4-fluorophenyl)(pyridin-4-yl)methanone	1.0	1
2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE	1.0	1
D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide	1.0	1
Eribaxaban	1.0	1
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID	2.0	1
2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE	1.0	1
(2R)-2-benzyl-3-nitropropanoic acid	2.0	1
3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE	1.0	1
(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid	1.0	1
(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID	1.0	1
1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	1.0	1
N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide	-1.9459101490553132	1
(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)	2.0	1
10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine	1.0	1
